,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
3652,10.10.2018,NaN,3929-435-9,דירה בבית קומות,5,שישית,111,"2,220,000",NaN
3653,09.10.2018,גלילי ישראל 19,3946-412-100,דירה בבית קומות,5,קומה ‎9‏,125.45,"3,269,000",NaN
3654,08.10.2018,ויגודסקי 7,3932-218-7,דירה בבית קומות,5,שניה,114.13,"1,850,000",-22% ב 0.7 שנים
3655,29.01.2018,ויגודסקי 7,3932-218-7,דירה בבית קומות,5,שניה,114.13,"2,400,000",-22% ב 0.7 שנים
3656,08.10.2018,גלילי ישראל 19,3946-412-158,דירה,5,NaN,130,"3,269,000",NaN
3657,08.10.2018, ,4247-599-16,דירה בבית קומות,5,ראשונה,125,"2,690,000",NaN
3658,08.10.2018,קרן קימת לישראל 18,3928-831-23,דירה בבית קומות,5,שניה,105,"2,050,000",NaN
3659,08.10.2018,אברבנאל 10,3930-412-35,דירה בבית קומות,5,ראשונה,121.86,"1,925,000",NaN
3660,08.10.2018,השזיף 13,4243-283-1,קוטג' דו משפחתי,5,NaN,110,"1,700,000",NaN
3661,08.10.2018,"ביל""ו 43",3938-84-1,קוטג' דו משפחתי,6,NaN,185,"2,900,000",NaN
3662,07.10.2018,חטיבה שבע 22,5436-27-2,קוטג' דו משפחתי,5,NaN,181,"3,682,000",NaN
3663,05.10.2018,פרידמן מילטון 51,5098-29-1,קוטג' דו משפחתי,5,קרקע ראשונה ושניה,175.60,"3,700,000",NaN
3664,05.10.2018,פרנק צבי 21,3939-148-6,דירה בבית קומות,5,שלישית,126.20,"1,950,000",NaN
3665,04.10.2018,אבן חן 2,4746-32-103,דירה בבית קומות,5.5,שביעית,121,"2,400,000",30% ב 8.4 שנים
3666,31.05.2010,אבן חן 2,4746-32-103,דירה בבית קומות,5.5,שביעית,121,"1,840,000",30% ב 8.4 שנים
3667,04.10.2018,אורנבך אשר 2,7375-24-28,דירה בבית קומות,5,שמינית,112.93,"2,650,000",32% ב 5.9 שנים
3668,08.11.2012,אורנבך אשר 2,7375-24-28,דירה בבית קומות,5,שמינית,112.93,"2,000,000",32% ב 5.9 שנים
3669,12.08.2012,אורנבך אשר 2,7375-24-28,דירה בבית קומות,5,שמינית,112.93,"1,540,000",32% ב 5.9 שנים
3670,04.10.2018,בן גוריון 52,3927-363-20,דירה בבית קומות,5,חמישית,125.24,"2,200,000",NaN
3671,03.10.2018,ארבל 1,3923-389-49,דירה בבית קומות,5,שישית,122.69,"2,580,000",NaN
3672,02.10.2018,הגדוד העברי 42,3929-513-11,דירה בבית קומות,5,שישית,92.98,"1,590,000",NaN
3673,02.10.2018,מעגל השלום 31,5096-2-92,דירה בבית קומות,5,תשיעית,111,"2,600,000",NaN
3674,30.09.2018,NaN,3925-738-34,דירה בבית קומות,5,שלישית,136,"2,598,000",NaN
3675,23.09.2018,כצנלסון 35,3945-533-9,דירת גג,6,שלישית+רביעית+חמישית,155.66,"2,200,000",NaN
3676,21.09.2018,מעגל השלום 31,5096-2-104,דירה בבית קומות,5,שתים עשרה,111,"3,000,000",21% ב 4.9 שנים
3677,28.10.2013,מעגל השלום 31,5096-2-104,דירה בבית קומות,5,שתים עשרה,111,"2,475,000",21% ב 4.9 שנים
3678,09.06.2003,מעגל השלום 31,5096-2-104,דירה בבית קומות,5,שתים עשרה,111,"2,591,000",21% ב 4.9 שנים
3679,20.09.2018,ההתיישבות 51,6286-325-66,דירה בבית קומות,5,שביעית,139.80,"2,850,000",78% ב 7.5 שנים
3680,02.02.2011,ההתיישבות 51,6286-325-66,דירה בבית קומות,5,שביעית,139.80,"1,601,000",78% ב 7.5 שנים
3681,20.09.2018,עין דור 6,6286-318-64,דירה בבית קומות,5,רביעית,128,"2,760,000",NaN
3682,20.09.2018,הפרח 97,4241-284-1,קוטג' דו משפחתי,7,NaN,178,"2,990,000",NaN
3683,20.09.2018, ,4247-599-17,דירה בבית קומות,5,רביעית,125,"2,750,000",NaN
3684,19.09.2018,עין דור 6,6286-318-24,דירה,5,NaN,128,"2,760,000",NaN
3685,17.09.2018,אלחריזי 4,5115-9-3,דירה בבית קומות,5,ראשונה,119.76,"2,470,000",125% ב 18.3 שנים
3686,17.05.2000,אלחריזי 4,5115-9-3,דירה בבית קומות,5,ראשונה,119.76,"1,096,000",125% ב 18.3 שנים
3687,17.09.2018,הנחשול 83,5748-4-31,דירה בבית קומות,5,תשיעית,97,"2,593,000",27% ב 7.8 שנים
3688,22.11.2010,הנחשול 83,5748-4-31,דירה בבית קומות,5,תשיעית,97,"2,040,000",27% ב 7.8 שנים
3689,10.04.2010,הנחשול 83,5748-4-31,דירה בבית קומות,5,תשיעית,97,"1,525,000",27% ב 7.8 שנים
3690,17.09.2018,אורנבך אשר 3,7375-28-14,דירה בבית קומות,5,שלישית,117,"2,565,000",40% ב 5 שנים
3691,06.08.2013,אורנבך אשר 3,7375-28-14,דירה בבית קומות,5,שלישית,117,"1,822,000",40% ב 5 שנים
3692,21.07.2013,אורנבך אשר 3,7375-28-14,דירה בבית קומות,5,שלישית,117,"1,857,500",40% ב 5 שנים
3693,17.09.2018,שדה נחום 5,5387-20-27,דירה בבית קומות,5,שביעית,111.49,"2,200,000",NaN
3694,17.09.2018,הגפן 3,3926-1310-13,דירה בבית קומות,5,רביעית,117.42,"2,450,000",NaN
3695,17.09.2018,קצרין 27,5435-121-1,דירה בבית קומות,6,NaN,374,"4,900,000",NaN
3696,16.09.2018,מיכה יוסף 7,3945-600-24,דירה,5,רביעית,128,"2,150,000",NaN
3697,16.09.2018,הנגיד 7,5115-31-10,דירה בבית קומות,5.5,שלישית,119,"2,550,000",NaN
3698,13.09.2018,NaN,4247-599-8,דירה בבית קומות,5,NaN,107,"3,180,000",NaN
3699,12.09.2018,הרב שמואל טרוביץ 16,6286-281-2,קוטג' דו משפחתי,8,"קרקע, ראשונה, שניה",167.50,"2,710,000",NaN
3700,12.09.2018,מבצע ענבי זעם 19,5747-21-2,קוטג' דו משפחתי,6,NaN,332,"3,980,000",NaN
3701,12.09.2018,קרל נטר 32,3928-722-22,דירה בבית קומות,5,שישית,118,"2,150,000",NaN
3702,07.09.2018,מעגל השלום 21,5096-4-126,דירה בבית קומות,5,אחת עשרה,131,"3,360,000",NaN
3703,07.09.2018,מסילות 11,5389-51-9,דירה בבית קומות,7,מרתף + קרקע,153.10,"3,100,000",NaN
3704,07.09.2018,ראובן ובת שבע 11,3939-298-27,דירה בבית קומות,5,שלישית,101.44,"1,600,000",NaN
3705,06.09.2018,גנות צבי 6,7373-60-38,דירה בבית קומות,5,"אחת עשרה, שתים עשרה",119.30,"3,150,000",40% ב 7.5 שנים
3706,15.03.2011,גנות צבי 6,7373-60-38,דירה בבית קומות,5,"אחת עשרה, שתים עשרה",119.30,"2,250,000",40% ב 7.5 שנים
3707,06.09.2018,NaN,3930-194-12,דירה בבית קומות,5,NaN,107,"2,250,000",NaN
3708,05.09.2018,אוסישקין 41,3928-728-35,דירה בבית קומות,5,שביעית,240,"2,650,000",NaN
3709,05.09.2018,קאפח 11,5114-35-69,דירה בבית קומות,5,שביעית,117.30,"2,600,000",NaN
3710,05.09.2018,NaN,3930-194-10,דירת גג (פנטהאוז),5,NaN,107,"2,250,000",NaN
3711,05.09.2018,ברנשטיין 29,6287-219-45,דירה בבית קומות,5,שלישית,125.20,"2,070,000",NaN
3712,05.09.2018,NaN,3925-738-33,דירה,5,NaN,136,"2,640,000",NaN
3713,04.09.2018,גולדה מאיר 7,3946-330-49,דירה בבית קומות,5,שלוש עשרה,119,"2,460,000",51% ב 9 שנים
3714,18.08.2009,גולדה מאיר 7,3946-330-49,דירה בבית קומות,5,שלוש עשרה,119,"1,627,000",51% ב 9 שנים
3715,04.09.2018,NaN,3925-738-243,דירה בבית קומות,5,שישית,176,"2,535,000",NaN
3716,04.09.2018,NaN,3925-738-243,דירה בבית קומות,5,שישית,176,"2,535,000",NaN
3717,04.09.2018,NaN,3925-738-32,דירה,5,NaN,136,"2,510,000",NaN
3718,03.09.2018,הקלרנית 9,5183-32-17,דירה בבית קומות,5,שישית,116.66,"2,440,000",175% ב 19.8 שנים
3719,22.11.1998,הקלרנית 9,5183-32-17,דירה בבית קומות,5,שישית,116.66,"886,000",175% ב 19.8 שנים
3720,05.04.1998,הקלרנית 9,5183-32-17,דירה בבית קומות,5,שישית,116.66,"849,000",175% ב 19.8 שנים
3721,03.09.2018,NaN,3925-738-245,דירה בבית קומות,5,תשיעית,166,"2,595,000",NaN
3722,03.09.2018,NaN,3925-738-31,דירה,5,NaN,136,"2,570,000",NaN
3723,03.09.2018,חיל הצנחנים 47,5037-8-5,דירה בבית קומות,5,קרקע וראשונה,138.50,"3,470,000",NaN
3724,03.09.2018, ,7375-84-30,דירת גן,5,NaN,115,"2,824,000",NaN
3725,03.09.2018,הנוער הלאומי 9,3939-400-1,קוטג' דו משפחתי,6,NaN,170,"3,410,000",NaN
3726,03.09.2018,NaN,5748-12-61,דירה בבית קומות,5,שמינית,120,"2,560,000",NaN
3727,02.09.2018,עין דור 1,6286-312-13,דירה בבית קומות,5,חמישית,140.60,"2,610,000",63% ב 7.6 שנים
3728,12.01.2011,עין דור 1,6286-312-13,דירה בבית קומות,5,חמישית,140.60,"1,592,000",63% ב 7.6 שנים
3729,30.08.2018,NaN,3929-405-6,דירה בבית קומות,5,שישית,118,"1,945,000",NaN
3730,30.08.2018,NaN,5036-182-0,דירת גג,5,רביעית,467,"2,600,000",NaN
3731,30.08.2018,הגדוד העברי 77,3929-873-6,דירה בבית קומות,5,שלישית,110.03,"1,700,000",NaN
3732,30.08.2018,NaN,3925-743-3,דירה,5,NaN,160,"3,500,000",NaN
3733,29.08.2018,NaN,3929-288-22,דירה בבית קומות,5,שישית,81.39,"2,150,000",59% ב 7.4 שנים
3734,17.03.2011,NaN,3929-288-22,דירה בבית קומות,5,שישית,81.39,"1,350,000",59% ב 7.4 שנים
3735,29.08.2018,NaN,3925-742-88,דירת גן,5,NaN,148,"3,260,000",NaN
3736,29.08.2018,NaN,3925-738-30,דירה,6,NaN,140,"2,830,000",NaN
3737,29.08.2018,NaN,3925-738-246,דירה בבית קומות,6,שתים עשרה,180,"2,858,000",NaN
3738,29.08.2018,NaN,3925-741-88,דירה בבית קומות,5,NaN,148,"3,260,000",NaN
3739,29.08.2018,עין דור 6,6286-318-65,דירה בבית קומות,5,NaN,128,"2,830,000",NaN
3740,28.08.2018,עין דור 6,6286-318-23,דירה,5,NaN,128,"2,830,000",NaN
3741,28.08.2018,עין הקורא 23,3934-199-26,דירת גג,5,שביעית,124.50,"2,475,000",NaN
3742,28.08.2018,NaN,4247-599-7,דירה בבית קומות,5,רביעית,130,"3,050,000",NaN
3743,27.08.2018,NaN,4241-443-1,קוטג' חד משפחתי,9,NaN,350,"5,500,000",NaN
3744,27.08.2018,ההתיישבות 45,6286-332-6,דירה בבית קומות,5,שניה,135.80,"2,530,000",NaN
3745,26.08.2018,פולה בן גוריון 5,3927-364-36,דירה בבית קומות,5,תשיעית,138.57,"3,165,000",111% ב 11 שנים
3746,04.07.2007,פולה בן גוריון 5,3927-364-36,דירה בבית קומות,5,תשיעית,138.57,"1,496,000",111% ב 11 שנים
3747,26.08.2018,NaN,3629-322-237,דירה בבית קומות,5,שניה,120,"1,837,000",NaN
3748,26.08.2018,NaN,3629-322-237,דירה בבית קומות,5,שניה,120,"1,837,000",NaN
3749,26.08.2018,NaN,3629-324-211,דירה בבית קומות,5,שישית,117,"1,760,000",NaN
3750,26.08.2018,צמיר אלימלך 23,7375-31-5,קוטג' דו משפחתי,5,NaN,295,"4,650,000",NaN
3751,26.08.2018,NaN,3629-322-177,דירה בבית קומות,5,שביעית,120,"1,847,000",NaN
3752,25.08.2018,NaN,3629-322-175,דירה,5,NaN,120,"1,837,832",NaN
3753,25.08.2018,NaN,3629-322-176,דירה,5,NaN,120,"1,847,625",NaN
3754,25.08.2018,NaN,3629-324-133,דירה,5,NaN,117,"1,760,657",NaN
3755,23.08.2018,טרכטנברג 18,3928-831-78,דירה בבית קומות,5,שמינית,105,"1,750,000",19% ב 5.5 שנים
3756,02.01.2013,טרכטנברג 18,3928-831-78,דירה בבית קומות,5,שמינית,105,"1,470,000",19% ב 5.5 שנים
3757,02.02.2007,טרכטנברג 18,3928-831-78,דירה בבית קומות,5,שמינית,105,"891,000",19% ב 5.5 שנים
3758,18.08.2002,טרכטנברג 18,3928-831-78,דירה בבית קומות,5,שמינית,105,"905,000",19% ב 5.5 שנים
3759,23.08.2018,מלל ניסים 3,7375-94-1,קוטג' דו משפחתי,7,NaN,254,"6,296,000",NaN
3760,23.08.2018,טביב 9,3938-261-4,דירה בבית קומות,5,NaN,199,"980,000",NaN
3761,22.08.2018,טרכטנברג 18,3928-831-75,דירה בבית קומות,5,שביעית,105,"1,800,000",111% ב 10.8 שנים
3762,07.10.2007,טרכטנברג 18,3928-831-75,דירה בבית קומות,5,שביעית,105,"850,000",111% ב 10.8 שנים
3763,22.08.2018,ויגודסקי 7,3932-218-13,דירה,5,רביעית,106,"1,830,000",NaN
3764,22.08.2018,מעוז חיים 10,5389-13-18,דירה בבית קומות,6,"קרקע, ראשונה, שניה",155,"3,225,000",NaN
3765,22.08.2018,מעונות ברכה 1,3937-174-17,דירה בבית קומות,5,שישית,103.35,"1,915,000",NaN
3766,20.08.2018,שער הגולן 20,5389-46-6,דירה בבית קומות,6,ראשונה +שניה,134.26,"2,850,000",NaN
3767,20.08.2018,NaN,3930-530-22,דירת גג (פנטהאוז),6,ראשונה,130,"2,590,000",NaN
3768,19.08.2018,NaN,3925-744-56,דירה,5,שמינית,128,"2,710,000",NaN
3769,17.08.2018,התזמורת 44,5183-37-37,דירה בבית קומות,5,רביעית,117.98,"2,230,000",146% ב 19.4 שנים
3770,14.03.1999,התזמורת 44,5183-37-37,דירה בבית קומות,5,רביעית,117.98,"903,000",146% ב 19.4 שנים
3771,16.08.2018,פנינת הים 13,4746-19-3,דירה בבית קומות,6,שניה ושלישית,145.60,"2,800,000",128% ב 14.1 שנים
3772,15.06.2004,פנינת הים 13,4746-19-3,דירה בבית קומות,6,שניה ושלישית,145.60,"1,227,000",128% ב 14.1 שנים
3773,16.08.2018,אברמוביץ 6,3928-780-6,דירה בבית קומות,5,שניה,109,"1,780,000",NaN
3774,16.08.2018,הנוער הלאומי 13,3939-401-1,קוטג' דו משפחתי,5,NaN,170,"2,900,000",NaN
3775,15.08.2018,NaN,3925-738-29,דירה,6,חמישית,200,"2,910,000",NaN
3776,14.08.2018,NaN,3629-322-239,דירה בבית קומות,5,עשירית,120,"1,843,000",NaN
3777,13.08.2018,התורמוס 4,5036-157-39,דירה בבית קומות,7,"שמינית, תשיעית",149.77,"3,345,000",33% ב 5.2 שנים
3778,13.05.2013,התורמוס 4,5036-157-39,דירה בבית קומות,7,"שמינית, תשיעית",149.77,"2,503,000",33% ב 5.2 שנים
3779,13.08.2018,NaN,3629-322-240,דירה בבית קומות,5,שביעית,120,"1,837,000",NaN
3780,13.08.2018,NaN,3629-322-240,דירה בבית קומות,5,שביעית,120,"1,837,000",NaN
3781,13.08.2018,עין דור 6,6286-318-21,דירה בבית קומות,5,שלישית,128,"2,415,000",NaN
3782,12.08.2018,NaN,3629-322-171,דירה,5,NaN,120,"1,837,901",NaN
3783,12.08.2018,עין דור 6,6286-318-20,דירה,5,NaN,128,"2,415,000",NaN
3784,12.08.2018, ,7374-111-66,דירת גג,5,NaN,157,"4,074,000",NaN
3785,12.08.2018,NaN,3629-322-172,דירה,5,NaN,120,"1,843,266",NaN
3786,11.08.2018,NaN,7374-111-39,דופלקס,5,NaN,157,"4,074,999",NaN
3787,10.08.2018, ,7375-79-32,דירה בבית קומות,5,NaN,156,"3,947,000",NaN
3788,09.08.2018,השריג 29,5039-40-12,דירה בבית קומות,5,שישית,118.50,"2,300,000",110% ב 13.7 שנים
3789,28.11.2004,השריג 29,5039-40-12,דירה בבית קומות,5,שישית,118.50,"1,092,000",110% ב 13.7 שנים
3790,09.08.2018,NaN,3629-324-213,דירה בבית קומות,5,שביעית,117,"1,754,000",NaN
3791,09.08.2018,ויגודסקי 7,3932-218-19,דירה בבית קומות,5,קומה ‎5‏,115.84,"1,800,000",NaN
3792,09.08.2018,NaN,3925-747-30,דירה,5,שישית,132,"2,675,000",NaN
3793,09.08.2018,NaN,3629-322-242,דירה בבית קומות,5,שמינית,120,"1,843,000",NaN
3794,08.08.2018,ארבל 9,3923-386-6,דירה בבית קומות,6,שניה,134.67,"2,600,000",NaN
3795,08.08.2018,NaN,3629-324-131,דירה,5,NaN,117,"1,754,372",NaN
3796,08.08.2018,NaN,3629-322-170,דירה,5,NaN,120,"1,843,954",NaN
3797,07.08.2018,הגיתית 2,5183-77-2,דירת גן,5,קרקע,103,"2,500,000",100% ב 12.9 שנים
3798,27.09.2005,הגיתית 2,5183-77-2,דירת גן,5,קרקע,103,"1,244,000",100% ב 12.9 שנים
3799,05.08.2018,התזמורת 48,5183-36-25,דירת גג,5,שביעית,126.50,"3,000,000",111% ב 15.9 שנים
3800,19.09.2002,התזמורת 48,5183-36-25,דירת גג,5,שביעית,126.50,"1,418,000",111% ב 15.9 שנים
3801,05.08.2018,המפרש 17,6824-16-3,קוטג' דו משפחתי,6,NaN,202,"3,140,000",NaN
3802,03.08.2018,הרב אונטרמן 4,5116-96-29,דירה בבית קומות,5,שישית,111.10,"2,300,000",34% ב 5.4 שנים
3803,07.03.2013,הרב אונטרמן 4,5116-96-29,דירה בבית קומות,5,שישית,111.10,"1,710,000",34% ב 5.4 שנים
3804,03.08.2018,עין דור 6,6286-318-67,דירה בבית קומות,5,שניה,126,"2,400,000",NaN
3805,02.08.2018,מעגל השלום 9,5096-6-135,דירה בבית קומות,5,תשיעית,110,"2,700,000",NaN
3806,02.08.2018,הצדף 6,6824-126-1,קוטג' דו משפחתי,6,NaN,263,"3,310,000",NaN
3807,01.08.2018,הגת 12,5039-51-0,דירת גג,5,תשיעית,116,"2,050,000",130% ב 16.7 שנים
3808,18.11.2001,הגת 12,5039-51-0,דירת גג,5,תשיעית,116,"889,000",130% ב 16.7 שנים
3809,01.08.2018,גולדה מאיר 11,3946-328-18,דירה בבית קומות,5,חמישית,103.79,"2,530,000",68% ב 10 שנים
3810,02.07.2008,גולדה מאיר 11,3946-328-18,דירה בבית קומות,5,חמישית,103.79,"1,500,000",68% ב 10 שנים
3811,01.08.2018, ,7375-79-33,דירה בבית קומות,5,אחת עשרה,157,"3,947,000",NaN
3812,01.08.2018,כתריאל 12,6286-399-48,דירה בבית קומות,5,שישית,140.30,"3,100,000",NaN
3813,01.08.2018,NaN,3929-579-8,דירה בבית קומות,6,שישית,156,"3,515,000",NaN
3814,31.07.2018,NaN,3925-738-28,דירה בבית קומות,6,אחת עשרה,161,"3,060,000",NaN
3815,31.07.2018,הדולפין 18,6823-108-1,דירה בבית קומות,6,NaN,220,"3,500,000",NaN
3816,31.07.2018,NaN,3929-48-4,דירה,6,NaN,153,"3,515,000",NaN
3817,31.07.2018,הסנפיר 30,6823-35-2,דירה בבית קומות,6,NaN,240,"3,185,000",NaN
3818,30.07.2018,נחמיה 118,4246-71-3,קוטג' דו משפחתי,6,NaN,197,"3,000,000",NaN
3819,29.07.2018,NaN,3925-738-27,דירה בבית קומות,6,שלישית,161,"2,954,000",NaN
3820,29.07.2018,מעונות ברכה 2,3937-175-27,דירה בבית קומות,5,שביעית,135,"2,700,000",NaN
3821,29.07.2018,NaN,7375-86-2,דירה בבית קומות,5,NaN,136,"3,774,000",NaN
3822,29.07.2018, ,3929-405-17,דירה בבית קומות,5,חמישית,125,"1,900,000",NaN
3823,29.07.2018,NaN,6286-334-59,דירה בבית קומות,5,עשירית,125,"2,670,000",NaN
3824,29.07.2018,NaN,7375-84-11,מיני פנטהאוז,5,NaN,115,"3,774,999",NaN
3825,28.07.2018,NaN,3929-405-5,דירה,5,NaN,132,"1,900,000",NaN
3826,27.07.2018,"צ""ג בנות 5",3929-684-13,דירה בבית קומות,5,רביעית,98,"2,100,000",40% ב 4.5 שנים
3827,02.12.2013,"צ""ג בנות 5",3929-684-13,דירה בבית קומות,5,רביעית,98,"1,500,000",40% ב 4.5 שנים
3828,26.07.2018,מעגל השלום 11,5096-5-27,דירה בבית קומות,5,שביעית,110,"2,350,000",12% ב 8.1 שנים
3829,20.05.2010,מעגל השלום 11,5096-5-27,דירה בבית קומות,5,שביעית,110,"2,080,000",12% ב 8.1 שנים
3830,06.08.1999,מעגל השלום 11,5096-5-27,דירה בבית קומות,5,שביעית,110,"987,000",12% ב 8.1 שנים
3831,26.07.2018,לבונטין 33,3937-155-6,דירה בבית קומות,5,קומה ‎3‏,116.96,"2,600,000",NaN
3832,26.07.2018,החצב 17,4242-121-1,דירה בבית קומות,6,NaN,200,"2,400,000",NaN
3833,26.07.2018,המגילה 20,5030-22-3,קוטג' חד משפחתי,6,NaN,220,"3,500,000",NaN
3834,25.07.2018,בנבנישתי 22,5119-38-1,דירה בבית קומות,7,קרקע ראשונה ושניה,180,"3,685,000",NaN
3835,25.07.2018,NaN,3939-225-34,דירה בבית קומות,5,שלישית,109,"1,950,000",NaN
3836,25.07.2018,"שז""ר זלמן 28",2717-20-50,דירה בבית קומות,5,שניה,121,"2,320,000",NaN
3837,25.07.2018,מלאכי 1,4246-54-2,קוטג' דו משפחתי,6,NaN,197,"2,380,000",NaN
3838,25.07.2018,השומרון 37,3923-375-1,קוטג' דו משפחתי,6,קרקע וראשונה,156.76,"3,500,000",NaN
3839,24.07.2018,העצמאות 28,3629-190-1,קוטג' דו משפחתי,6,"מרתף ‎-1‏, קומה ‎0‏, קומה ‎1‏",274,"4,650,000",NaN
3840,24.07.2018,עזרא 16,4247-250-2,דירה בבית קומות,5,NaN,250,"2,995,000",NaN
3841,24.07.2018,בן אליעזר 32,3926-1047-21,דירה בבית קומות,5,שביעית ושמינית,171.65,"3,100,000",NaN
3842,24.07.2018,האילתית 17,6824-191-1,דירה בבית קומות,6,NaN,250,"3,050,000",NaN
3843,24.07.2018,עין דור 6,6286-318-68,דירה בבית קומות,5,רביעית,128,"2,446,000",NaN
3844,24.07.2018,שער הגולן 27,5389-29-8,דירה בבית קומות,5,ראשונה + שניה,121.84,"2,550,000",NaN
3845,23.07.2018,פייס 13,3925-546-4,דירה בבית קומות,5,שניה,117.93,"2,260,000",NaN
3846,23.07.2018,ויגודסקי 7,3932-218-24,דירה בבית קומות,5,קומה ‎6‏,107.67,"1,830,000",NaN
3847,23.07.2018,עין דור 6,6286-318-18,דירה,5,NaN,128,"2,446,000",NaN
3848,19.07.2018,אברבנאל 10,3930-412-55,דירה בבית קומות,5,שישית,121.86,"1,780,000",NaN
3849,16.07.2018,ליבין יוסף וריסיה 1,7374-103-5,דירה בבית קומות,5,שניה,140.98,"2,425,000",36% ב 5.5 שנים
3850,14.01.2013,ליבין יוסף וריסיה 1,7374-103-5,דירה בבית קומות,5,שניה,140.98,"1,780,000",36% ב 5.5 שנים
3851,16.07.2018,הגלים 18,6823-177-79,דירה בבית קומות,5,שישית,102.63,"1,950,000",10% ב 3.3 שנים
3852,26.03.2015,הגלים 18,6823-177-79,דירה בבית קומות,5,שישית,102.63,"1,770,000",10% ב 3.3 שנים
3853,16.07.2018,קצרין 2,5435-176-3,קוטג' דו משפחתי,6,NaN,362,"4,200,000",NaN
3854,15.07.2018,NaN,3925-747-29,דירה בבית קומות,5,שניה,130,"2,580,000",NaN
3855,12.07.2018,גולדה מאיר 7,3946-330-17,דירה בבית קומות,5,חמישית,119,"2,440,000",62% ב 8.9 שנים
3856,30.08.2009,גולדה מאיר 7,3946-330-17,דירה בבית קומות,5,חמישית,119,"1,498,000",62% ב 8.9 שנים
3857,12.07.2018,הרב גורן 7,5116-26-29,דירה בבית קומות,5,שמינית,121.11,"2,750,000",NaN
3858,12.07.2018,אלירז שלמה 1,3930-131-515,דירה בבית קומות,5,עשרים וארבע,183,"3,250,000",NaN
3859,12.07.2018,NaN,3925-736-8,דירה בבית קומות,5,קומה ‎2‏,132.20,"2,546,000",NaN
3860,11.07.2018,גרינשפן הרשל 11,6287-288-12,דירה בבית קומות,5,שלישית,123,"2,270,000",125% ב 14.4 שנים
3861,01.02.2004,גרינשפן הרשל 11,6287-288-12,דירה בבית קומות,5,שלישית,123,"1,008,000",125% ב 14.4 שנים
3862,11.07.2018,יהודה הלוי 68,3930-184-6,דירה בבית קומות,5,שלישית,109.50,"1,840,000",145% ב 10.5 שנים
3863,02.01.2008,יהודה הלוי 68,3930-184-6,דירה בבית קומות,5,שלישית,109.50,"750,000",145% ב 10.5 שנים
3864,10.07.2018,מסילות 5,5389-49-2,דירת גן,5,מרתף + קרקע,154.20,"2,550,000",NaN
3865,10.07.2018, ,3629-200-2,קוטג' דו משפחתי,9,"מרתף, קרקע, ראשונה",300,"5,100,000",NaN
3866,10.07.2018,שנהב 7,4746-49-4,דירה בבית קומות,5,שניה,173.55,"2,825,000",NaN
3867,09.07.2018,ברקת 40,4747-45-2,דירה בבית קומות,6,מרתף+קרקע+ראשונה,186.97,"3,250,000",NaN
3868,09.07.2018,הרב נריה 17,5116-33-1,דירה בבית קומות,5,קרקע + ראשונה,126.85,"2,500,000",NaN
3869,08.07.2018,דוד הראובני 2,3931-69-7,דירה בבית קומות,5,שלישית,98,"1,835,000",NaN
3870,08.07.2018, ,7375-78-28,דירה בבית קומות,5,שלישית,113,"2,524,999",NaN
3871,06.07.2018,עולי הגרדום 6,3934-239-6,דירה בבית קומות,5,שניה,130.32,"2,500,000",74% ב 9.4 שנים
3872,09.02.2009,עולי הגרדום 6,3934-239-6,דירה בבית קומות,5,שניה,130.32,"1,430,000",74% ב 9.4 שנים
3873,05.07.2018,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"2,760,000",25% ב 0.3 שנים
3874,20.03.2018,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"2,200,000",25% ב 0.3 שנים
3875,28.08.2017,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"2,350,000",25% ב 0.3 שנים
3876,23.05.2012,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"2,034,000",25% ב 0.3 שנים
3877,27.02.2012,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"2,176,000",25% ב 0.3 שנים
3878,26.12.2011,"מיש""ר 8",3946-410-10,דירה בבית קומות,5,קומה ‎3‏,142.20,"1,881,000",25% ב 0.3 שנים
3879,05.07.2018,ויניק 38,3926-1082-19,דירה בבית קומות,5,שישית,133,"2,900,000",NaN
3880,03.07.2018,הכורמים 6,5039-22-25,דירה בבית קומות,5,שלישית,116,"2,170,000",NaN
3881,03.07.2018,שניאור זלמן 18,7281-66-4,דירה בבית קומות,5,ראשונה,110,"1,300,000",NaN
3882,02.07.2018,מלל ניסים 22,7375-93-2,קוטג' דו משפחתי,6,"מרתף, קרקע, ראשונה, שניה",283.50,"4,435,000",28% ב 4.2 שנים
3883,08.04.2014,מלל ניסים 22,7375-93-2,קוטג' דו משפחתי,6,"מרתף, קרקע, ראשונה, שניה",283.50,"3,450,000",28% ב 4.2 שנים
3884,01.07.2018,הכורמים 4,5039-22-13,דירה בבית קומות,5,שישית ושביעית,103,"2,200,000",131% ב 16.8 שנים
3885,16.09.2001,הכורמים 4,5039-22-13,דירה בבית קומות,5,שישית ושביעית,103,"950,000",131% ב 16.8 שנים
3886,01.07.2018,הרב שלינקה יצחק 3,7373-57-6,דירה בבית קומות,5,שניה,135.40,"2,600,000",68% ב 8.7 שנים
